Date,Model,Batch,Mode,EVA16(kg),EVA25(kg),LDPE24(kg),LDPE40(kg),POE(kg),AC_PE_MB(kg),AC_EVA_MB(kg),DCP(kg),ZnO(kg),Urea(kg),BHT(kg),Filler_MB(kg),Color_MB(kg),ATH(kg),BrSb_MB(kg),CP70(kg),Powder(kg),PEG4000(kg),HALS(kg),EVA16_VA%,EVA25_VA%,Weighted_VA%,Effective_VA%,Temp1(°C),Time1(min),Temp2(°C),Time2(min),MixTime(min),RotorSpeed(rpm),AC(phr),DCP(phr),BHT(phr),ZnO(phr),Urea(phr),BaseDCPNeed(phr),EffectiveDCP(phr),DCP_SupplyRatio%,CrosslinkIndex,CrosslinkEff,CI_Min,CI_Max,CI_OptimalLow,CI_OptimalHigh,TheoDensity,PredDensity,PredExpansion,Quality_Score,Warning_Count,Warnings
"2026-02-26","1800A","深紫266C","production","","","17.2","10","","10.8","","0.42","0.16","0.02","0.04","5","3.6","","","","","0.16","","16","25","16.00","","151.2","26","164","50","18","55","14.77","1.149","0.109","0.438","0.055","1.016","1.016","96.7","0.888","1.003","0.681","1.258","0.855","1.085","1.0464","0.0468","22.36","100","0",""
"2026-02-26","1800A","桃紅225U","production","","","15.6","10","","11","","0.455","0.165","0.03","0.04","5","6.6","","","","","0.16","","16","25","16.00","","151.2","26","164","50","18","55","14.75","1.220","0.107","0.442","0.080","1.122","1.122","94.2","0.866","1.004","0.668","1.233","0.838","1.064","1.0554","0.0471","22.41","100","0",""
"2026-02-26","1800A","綠2234U","production","","","19.3","10","","11.2","","0.44","0.155","0.025","0.04","5","1.17","","","","","0.16","","16","25","16.00","","151","26","164","50","18","55","15.12","1.188","0.108","0.419","0.068","0.925","0.925","110.7","1.012","1.001","0.692","1.277","0.867","1.101","1.0381","0.0454","22.85","100","0",""
"2026-02-26","1800A","紫紅209U","production","","","13.9","10.3","","11.4","","0.43","0.165","0.036","0.041","5.2","8.29","","","","","0.16","","16","25","16.00","","151","26","164","50","18","55","15.23","1.149","0.110","0.441","0.096","1.183","1.183","83.1","0.762","1.005","0.660","1.219","0.828","1.051","1.0644","0.0462","23.04","100","0",""
"2026-02-26","1800A","特黑06C","production","","","22.3","5","","11","","0.45","0.17","0.055","0.04","5","5.2","","","","","0.16","","16","25","16.00","","150","26","164","50","18","55","14.49","1.186","0.105","0.448","0.145","1.068","1.068","96.0","0.863","1.004","0.675","1.246","0.846","1.075","1.0486","0.0471","22.26","92","1","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(111°C)，AC可能提前分解"
"2026-02-26","1600B","寶藍293U","production","","","26.5","10","","10.8","","0.535","0.19","0.05","0.06","5","6.33","","","","","0.16","","16","25","16.00","","151","26","164","50","18","55","11.27","1.117","0.125","0.397","0.104","1.115","1.115","83.1","0.759","1.003","0.676","1.248","0.847","1.076","1.0274","0.0565","18.17","76","3","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(111°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.52%)，DCP供需比僅83%，交聯-發泡可能失衡; [Warning] ZnO/AC比Too High(3.52%)，發泡反應劇烈，需確保DCP交聯足夠"
"2026-02-26","1600B","特黑06C","production","","","27.4","10","","11.7","","0.56","0.185","0.055","0.06","5","5.3","","","","","0.16","","16","25","16.00","","153.9","26","164","50","18","55","12.07","1.155","0.124","0.382","0.113","1.083","1.083","89.3","0.850","1.003","0.680","1.255","0.852","1.082","1.0264","0.0534","19.22","84","2","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.16%)，DCP供需比僅89%，交聯-發泡可能失衡"
"2026-02-26","1600B","黑06CP","production","","","27.5","10","","11","","0.555","0.165","0.04","0.06","5","6","","","","","0.16","","16","25","16.00","","153","26","164","50","18","55","11.28","1.138","0.123","0.338","0.082","1.102","1.102","86.3","0.813","1.003","0.677","1.251","0.849","1.079","1.0255","0.0566","18.13","100","0",""
"2026-02-26","1600AHH","深藍2925U","production","","","37","10","","14.2","","0.675","0.18","0.08","0.06","6","1.4","","","","","0.16","","16","25","16.00","","149.5","34","164","50","18","55","12.53","1.192","0.106","0.318","0.141","0.962","0.962","107.1","0.997","1.001","0.692","1.277","0.867","1.101","1.0176","0.0512","19.88","92","1","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解"
"2026-02-26","1600AHH","綠2304U","production","","","36","10","","14.8","","0.64","0.185","0.085","0.06","6","3.47","","","","","0.16","","16","25","16.00","","149.5","30","164","50","18","55","12.87","1.113","0.104","0.322","0.148","0.962","0.962","99.2","0.906","1.002","0.688","1.271","0.863","1.096","1.0228","0.0503","20.34","92","1","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解"
"2026-02-26","1600AHH","黑7U","production","","","36","10","","14","","0.67","0.17","0.07","0.06","6","1.4","","","","","0.16","","16","25","16.00","","149.5","30","164","50","18","55","12.60","1.206","0.108","0.306","0.126","0.963","0.963","108.2","0.987","1.001","0.692","1.277","0.867","1.101","1.0187","0.0511","19.92","92","1","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(115°C)，AC可能提前分解"
"2026-02-26","1600AHH","寶藍293U","production","","","26.3","15","","14","","0.65","0.19","0.08","0.06","6.5","7.31","","","","","0.16","","16","25","16.00","","149.5","30","164","50","18","55","12.63","1.173","0.108","0.343","0.144","1.116","1.116","90.4","0.826","1.003","0.676","1.248","0.847","1.076","1.0367","0.0519","19.96","92","1","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(111°C)，AC可能提前分解"
"2026-02-26","1600AHH","深紫266C","production","","","27.2","20","","14.6","","0.665","0.2","0.09","0.06","6","4.61","","","","","0.16","","16","25","16.00","","149.5","30","164","50","18","55","12.28","1.118","0.101","0.336","0.151","1.037","1.037","93.0","0.850","1.002","0.685","1.265","0.859","1.091","1.0219","0.0521","19.60","92","1","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(109°C)，AC可能提前分解"
"2026-02-26","RE-357","藍61CL","production","7","7","","","6","","11.7","0.51","0.155","0.04","0.035","4","5.5","","","","","0.16","","16","25","18.55","","140.5","27","164","50","18","55","19.03","1.659","0.114","0.504","0.130","1.490","1.490","99.6","0.660","0.989","1.195","1.831","1.385","1.640","1.0678","0.0365","29.22","70","2","[嚴重] 交聯指數過低(0.660)，遠低於合格下限(1.195)，泡孔結構嚴重不穩定; [嚴重] 交聯指數過低(0.660)，遠低於合格下限(1.195)，泡孔結構嚴重不穩定"
"2026-02-25","RE138UF","紅514U","production","33.8","","","","5","","11","0.565","0.17","0.075","0.02","9","4.41","","","","0.23","0.16","","16","25","16.00","","146","27","164","25","18","55","11.03","1.133","0.040","0.341","0.150","1.367","1.367","78.3","0.642","0.995","0.455","0.730","0.538","0.648","1.0584","0.0591","17.89","89","2","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(106°C)，AC可能提前分解; ZnO/AC比High(3.09%)且DCP供需比Low(78%)，需注意交聯-發泡平衡"
"2026-02-25","RE-357","藍7459C","production","10.7","7","","","6","","10","0.64","0.12","0.05","0.06","4","1.19","","","","","0.16","","16","25","18.56","","143","28","164","25","18","55","16.34","2.092","0.196","0.392","0.163","1.256","1.256","142.7","1.039","0.989","0.642","0.983","0.744","0.881","1.0403","0.0405","25.72","53","5","[嚴重] AC/DCP比過低(7.8 < 9)，發泡嚴重Insufficient(26X倍率); [Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(115°C)，AC可能提前分解; [Warning] 交聯指數Too High(1.039 > 0.983)，可能導致泡棉硬脆; [Warning] POE(20%)高DCP(2.09phr)，高辛烯含量加劇β-scission，建議DCP≤1.8phr; [Warning] 交聯指數Too High(1.039 > 0.983)，可能導致泡棉硬脆"
"2026-02-25","RE-139","灰538U","production","29.7","","","","5","","11","0.565","0.165","0.025","0.02","5","0.05","","","","","0.16","","16","25","16.00","","144.5","27","164","25","18","55","13.26","1.362","0.048","0.398","0.060","1.213","1.213","106.0","0.822","0.989","0.518","0.794","0.601","0.711","1.0275","0.0494","20.81","84","2","[Warning] 交聯指數Too High(0.822 > 0.794)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(0.822 > 0.794)，可能導致泡棉硬脆"
"2026-02-25","RE-139","深藍2925U","production","31","","","","5","","11","0.58","0.15","0.02","0.03","5","1","","","","","0.16","","16","25","16.00","","143.8","27","164","25","18","55","12.64","1.333","0.069","0.345","0.046","1.299","1.299","94.5","0.714","0.991","0.459","0.736","0.542","0.653","1.0265","0.0515","19.93","100","0",""
"2026-02-25","RE-139","紅221U","production","27","","","","5","","11","0.57","0.19","0.045","0.03","5","4.94","","","","","0.16","","16","25","16.00","","144","27","164","25","18","55","12.95","1.343","0.071","0.448","0.106","1.348","1.348","91.6","0.696","0.990","0.508","0.779","0.590","0.698","1.0398","0.0504","20.62","92","1","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(113°C)，AC可能提前分解"
"2026-02-25","RE-139","黑06CL","production","28.4","","","","5","","11.2","0.56","0.15","0.035","0.02","5","2.05","","","","","0.16","","16","25","16.00","","143.5","27","164","25","18","55","13.40","1.340","0.048","0.359","0.084","1.269","1.269","99.7","0.747","0.989","0.517","0.792","0.599","0.710","1.0336","0.0490","21.09","100","0",""
"2026-02-25","RE-138","綠326U","production","35.3","","","","5","","11.5","0.57","0.175","0.05","0.02","8","2.97","","","","","0.16","","16","25","16.00","","146.5","27","164","25","18","55","11.44","1.134","0.040","0.348","0.099","1.329","1.329","80.6","0.671","0.996","0.459","0.736","0.542","0.653","1.0456","0.0569","18.39","84","2","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(113°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.04%)，DCP供需比僅81%，交聯-發泡可能失衡"
"2026-02-25","RE-138","深藍297U","production","37.3","","","","5","","10.8","0.57","0.14","0.04","0.02","8","1.6","","","","","0.16","","16","25","16.00","","146.5","27","164","25","18","55","10.61","1.120","0.039","0.275","0.079","1.294","1.294","81.8","0.682","0.996","0.461","0.740","0.545","0.656","1.0390","0.0602","17.25","100","0",""
"2026-02-25","RE-137","中藍2191U","production","32.5","","","","4","","9.3","0.515","0.155","0.035","0.02","8","0.37","","","","","0.16","","16","25","16.00","","145.5","27","164","25","18","55","10.71","1.186","0.046","0.357","0.081","1.259","1.259","88.5","0.716","0.998","0.462","0.741","0.546","0.657","1.0475","0.0607","17.27","84","2","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(115°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.33%)，DCP供需比僅89%，交聯-發泡可能失衡"
"2026-02-25","RE-137","草綠346U","production","31.2","","","","4","","9.6","0.525","0.18","0.04","0.02","8","1.32","","","","","0.16","","16","25","16.00","","145.5","27","164","25","18","55","11.17","1.221","0.047","0.419","0.093","1.288","1.288","89.2","0.721","0.998","0.462","0.741","0.546","0.657","1.0522","0.0588","17.90","76","3","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.75%)，DCP供需比僅89%，交聯-發泡可能失衡; [Warning] ZnO/AC比Too High(3.75%)，發泡反應劇烈，需確保DCP交聯足夠"
"2026-02-25","RE-137","大紅178U","production","31","","","","4","","9.6","0.525","0.185","0.04","0.02","8","1.7","","","","","0.16","","16","25","16.00","","145.5","27","164","25","18","55","11.14","1.219","0.046","0.429","0.093","1.298","1.298","88.3","0.714","0.998","0.462","0.741","0.546","0.657","1.0531","0.0589","17.87","76","3","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.85%)，DCP供需比僅88%，交聯-發泡可能失衡; [Warning] ZnO/AC比Too High(3.85%)，發泡反應劇烈，需確保DCP交聯足夠"
"2026-02-25","RE-137","深黑","production","28.8","","","","4.1","","9.7","0.515","0.165","0.045","0.021","8.2","3.3","","","","","0.16","","16","25","16.00","","145","27","164","25","18","55","11.47","1.218","0.050","0.390","0.106","1.351","1.351","84.5","0.671","0.996","0.457","0.733","0.540","0.650","1.0616","0.0580","18.30","84","2","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.40%)，DCP供需比僅84%，交聯-發泡可能失衡"
"2026-02-25","614NN","黑","production","26","","36","","","41","","0.945","0.3","0.03","0.07","9","1.8","4","","","","0.16","","16","25","16.00","","149.4","26","164","25","18","55","23.81","1.098","0.081","0.348","0.035","0.874","0.874","111.3","0.997","1.009","0.592","0.907","0.686","0.813","1.0756","0.0347","31.01","84","2","[Warning] 交聯指數Too High(0.997 > 0.907)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(0.997 > 0.907)，可能導致泡棉硬脆"
"2026-02-25","1600A","深桃紅228C","production","","","27","10","","11","","0.62","0.18","0.07","0.06","5","9.08","","","","","0.16","","16","25","16.00","","152","26","164","25","18","55","10.88","1.226","0.119","0.356","0.138","1.183","1.183","88.4","0.823","1.004","0.667","1.232","0.837","1.063","1.0303","0.0580","17.77","84","2","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(107°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.27%)，DCP供需比僅88%，交聯-發泡可能失衡"
"2026-02-25","1600A","特黑06C","production","","","28.6","10","","11","","0.59","0.21","0.065","0.06","5","5.35","","","","","0.16","","16","25","16.00","","153","26","164","25","18","55","11.14","1.195","0.122","0.425","0.132","1.081","1.081","93.5","0.880","1.003","0.680","1.255","0.852","1.083","1.0226","0.0565","18.08","84","2","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(107°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.82%)，發泡反應劇烈，需確保DCP交聯足夠"
"2026-02-25","1600","膚727U","production","","","22.5","10","","11.5","","0.555","0.18","0.035","0.06","5","0.5","","","","","0.16","","16","25","16.00","","151.2","26","164","25","18","55","14.42","1.392","0.150","0.451","0.088","0.898","0.898","129.5","1.180","1.001","0.692","1.277","0.867","1.101","1.0297","0.0468","22.00","100","0",""
"2026-02-25","1600","藍648U","production","2","","26","5","","11","","0.51","0.22","0.025","0.05","5.75","3.4","","","","0.75","0.16","","16","25","16.00","","151.8","26","164","25","18","55","12.94","1.200","0.118","0.518","0.059","1.054","1.054","96.9","0.899","1.004","0.685","1.264","0.859","1.090","1.0471","0.0527","19.88","92","1","[Warning] ZnO/AC比Too High(4.00%)，發泡反應劇烈，需確保DCP交聯足夠"
"2026-02-25","1600","灰421U","production","2","","27","5","","11","","0.52","0.175","0.04","0.05","5","0.21","","","","","0.16","","16","25","16.00","","151.8","26","164","25","18","55","13.44","1.271","0.122","0.428","0.098","0.899","0.899","120.7","1.117","1.002","0.692","1.277","0.867","1.101","1.0250","0.0492","20.82","100","0",""
"2026-02-25","1600","黑07CL","production","","","24.7","5","","11","","0.47","0.15","0.025","0.05","5","4.7","","","","","0.16","","16","25","16.00","","151","26","164","25","18","55","13.76","1.176","0.125","0.375","0.063","1.041","1.041","94.7","0.865","1.003","0.678","1.252","0.850","1.080","1.0413","0.0495","21.06","100","0",""
"2026-02-25","1300","大紅178U","production","2","","27.6","5.1","","10.1","","0.525","0.163","0.035","0.051","5.1","1.53","","","","","0.16","","16","25","16.00","","151","26","164","25","18","55","11.97","1.245","0.121","0.387","0.083","0.991","0.991","107.1","0.978","1.003","0.692","1.277","0.867","1.101","1.0240","0.0542","18.91","100","0",""
"2026-02-26","RE-3100","特黑06C","production","19.3","","","","2","","11.2","0.485","0.14","0.04","0.02","3","4.9","","","","","0.16","","16","25","16.00","","141","27","164","50","18","55","17.88","1.548","0.064","0.447","0.128","1.247","1.247","116.2","0.805","1.006","0.947","1.451","1.098","1.300","1.0549","0.0390","27.05","84","2","[Warning] 交聯指數Low(0.805 < 0.947)，泡孔結構可能不穩定; [Warning] 交聯指數Low(0.805 < 0.947)，泡孔結構可能不穩定"
"2026-02-25","4000","特黑06C","production","19","","","10","","","16","0.57","0.175","0.04","0.02","5","5.34","","","","","0.16","","16","25","16.00","","143.5","26","164","25","18","55","18.93","1.349","0.047","0.414","0.095","1.110","1.110","114.9","0.876","1.020","0.939","1.439","1.089","1.289","1.0641","0.0384","27.72","84","2","[Warning] 交聯指數Low(0.876 < 0.939)，泡孔結構可能不穩定; [Warning] 交聯指數Low(0.876 < 0.939)，泡孔結構可能不穩定"
"2026-02-25","4000","深藍2925U","production","19.8","","","10","","","16","0.56","0.16","0.02","0.02","5","1.2","","","","","0.16","","16","25","16.00","","144.2","26","164","25","18","55","20.03","1.402","0.050","0.401","0.050","1.001","1.001","132.2","1.033","1.019","1.089","1.669","1.263","1.495","1.0584","0.0370","28.63","84","2","[Warning] 交聯指數Low(1.033 < 1.089)，泡孔結構可能不穩定; [Warning] 交聯指數Low(1.033 < 1.089)，泡孔結構可能不穩定"
"2026-02-25","4000","綠571U","production","21","","","10","","","16.2","0.585","0.165","0.03","0.02","5","0.52","","","","","0.16","","16","25","16.00","","143","26","164","25","18","55","19.88","1.436","0.049","0.405","0.074","0.983","0.983","138.3","1.035","1.020","1.107","1.696","1.283","1.519","1.0551","0.0368","28.70","84","2","[Warning] 交聯指數Low(1.035 < 1.107)，泡孔結構可能不穩定; [Warning] 交聯指數Low(1.035 < 1.107)，泡孔結構可能不穩定"
"2026-02-25","251","特黑05CL","production","15","","","8","","","11.2","0.465","0.1","0.02","0.02","","3.78","","","","","0.16","","16","25","16.00","","143.5","26","164","25","18","55","17.81","1.479","0.064","0.318","0.064","1.099","1.099","125.6","0.955","1.019","0.764","1.171","0.886","1.049","1.0142","0.0380","26.66","100","0",""
"2026-02-25","1300","黑","production","","","27.8","5","","10","","0.5","0.15","0.04","0.05","5","0.82","","","","","0.16","","16","25","16.00","","151.2","26","164","25","18","55","12.61","1.261","0.126","0.378","0.101","0.957","0.957","111.7","1.021","1.001","0.692","1.277","0.867","1.101","1.0253","0.0519","19.75","92","1","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(114°C)，AC可能提前分解"
"2026-02-25","1300","白","production","","","29","5","","9.8","","0.485","0.15","0.035","0.02","5.6","","","","","0.6","0.16","","16","25","16.00","","151","26","164","25","18","55","12.16","1.203","0.050","0.372","0.087","0.928","0.928","121.3","1.118","1.001","0.692","1.277","0.867","1.101","1.0336","0.0545","18.98","100","0",""
"2026-02-25","1600","白","production","","","27.8","5","","11.2","","0.505","0.165","0.04","0.05","5.6","","","","","0.6","0.16","","16","25","16.00","","151.5","26","164","25","18","55","14.07","1.269","0.126","0.415","0.101","0.882","0.882","122.2","1.123","1.001","0.692","1.277","0.867","1.101","1.0402","0.0486","21.42","100","0",""
"2026-03-02","1600特殊板","深黑","production","11","","19.8","","","","11.1","0.61","0.16","0.055","0.05","3","5.8","","","","","0.16","","16","25","16.00","","143.5","26","164","25","18","55","13.39","1.472","0.121","0.386","0.133","1.159","1.159","111.1","0.833","1.014","0.511","0.782","0.592","0.701","1.0280","0.0487","21.13","76","3","[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解; [Warning] 交聯指數Too High(0.833 > 0.782)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(0.833 > 0.782)，可能導致泡棉硬脆"
"2026-03-02","1600NN-2特殊板","深黑","production","0.5","","17.6","10","","","11.3","0.695","0.22","0.12","0.05","","6.2","","4.5","3","","0.16","","16","25","16.00","","149.4","26","164","25","18","55","13.93","1.714","0.123","0.542","0.296","1.128","1.202","126.9","1.059","1.008","0.455","0.698","0.528","0.625","1.0310","0.0474","21.73","73","4","[Warning] AC/DCP比偏低(8.1)，22X倍率建議>9; [Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(97°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.89%)，發泡反應劇烈，需確保DCP交聯足夠; Urea/AC比High(2.12%)，發泡加速明顯，Caution泡孔穩定性"
"2026-03-02","1600NN-2特殊板","深黑-1","production","10","","17.6","5","","","11.2","0.64","0.17","0.1","0.03","","2.15","","3","3","","0.16","","16","25","16.00","","149.4","26","164","25","18","55","13.57","1.551","0.073","0.412","0.242","1.039","1.104","130.3","1.102","1.012","0.476","0.729","0.552","0.653","1.0084","0.0471","21.42","84","2","[Warning] AC/DCP比偏低(8.7)，21X倍率建議>9; [Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(102°C)，AC可能提前分解"
"2026-02-26","1800","黑","production","2","","14.8","4","","11.2","","0.36","0.11","0.015","0.04","6.5","1","","","","","0.16","","16","25","16.00","","149.2","26","164","50","18","55","19.46","1.251","0.139","0.382","0.052","0.880","0.880","118.2","1.039","1.004","0.692","1.277","0.867","1.101","1.0860","0.0392","27.69","100","0",""
"2026-02-26","1900C","黑","production","","","33.7","10","","17","","0.62","0.185","0.055","0.06","6","1.2","","","","","0.16","","16","25","16.00","","151.7","30","164","28","18","55","15.57","1.136","0.110","0.339","0.101","0.910","0.910","106.4","1.004","1.001","0.692","1.277","0.867","1.101","1.0284","0.0435","23.63","100","0",""
"2026-02-26","1900C","白","production","","","36.1","11","","17","","0.625","0.23","0.065","0.06","6","","","","","","0.16","","16","25","16.00","","152","30","164","28","18","55","14.89","1.095","0.105","0.403","0.114","0.880","0.880","106.2","1.006","1.001","0.692","1.277","0.867","1.101","1.0215","0.0447","22.84","100","0",""
"2026-02-26","2000","白","production","","","22","8","","11","","0.445","0.16","0.03","0.04","5","","","","","0.6","0.16","","16","25","16.00","","153","26","164","25","18","55","14.97","1.211","0.109","0.435","0.082","0.882","0.882","118.5","1.116","1.001","0.692","1.277","0.867","1.101","1.0417","0.0463","22.48","100","0",""
"2026-02-26","2200C","白","production","","","28.1","10","","16","","0.55","0.16","0.045","0.02","6.2","","","","","1.2","0.16","","16","25","16.00","","151","26","164","25","18","55","16.79","1.154","0.042","0.336","0.094","0.881","0.881","123.5","1.140","1.001","0.692","1.277","0.867","1.101","1.0491","0.0424","24.76","100","0",""
"2026-02-26","2500","黑","production","2","","17","4","","11.2","","0.36","0.11","0.015","0.03","4","0.41","","","","","0.03","","16","25","16.00","0.00","151","26","164","25","18","55","18.75","1.205","0.100","0.368","0.050","0.898","0.898","114.2","1.127","1.003","0.900","1.500","1.080","1.320","1.0477","0.0387","27.04","100","0",""
"2026-02-26","2500","白","production","2","","17","4","","11.2","","0.39","0.125","0.025","0.03","3","","","","","0.3","0.16","","16","25","16.00","","148.5","27","164","25","18","55","19.08","1.329","0.102","0.426","0.085","0.829","0.829","141.4","1.238","1.002","0.692","1.277","0.867","1.101","1.0392","0.0372","27.93","100","0",""
"2026-02-26","2500-1","黑","production","4.1","","11.8","4","","12","","0.355","0.14","0.02","0.025","3.6","0.47","","","","","0.16","","16","25","16.00","","148.3","30","164","25","18","55","22.10","1.307","0.092","0.516","0.074","0.841","0.841","138.8","1.244","1.005","0.692","1.277","0.867","1.101","1.0580","0.0335","31.57","100","0",""
"2026-02-26","2500-1","白","production","3.5","","13.2","2.4","","12.5","","0.34","0.13","0.02","0.025","3.9","","","","","0.37","0.16","","16","25","16.00","","148.3","27","164","25","18","55","23.74","1.292","0.095","0.494","0.076","0.817","0.817","140.4","1.227","1.004","0.692","1.277","0.867","1.101","1.0724","0.0322","33.26","100","0",""
"2026-02-26","2500AHH","黑","production","","","22.9","10","","14","","0.515","0.15","0.02","0.05","5","1","","","","","0.16","","16","25","16.00","","149.5","30","164","25","18","55","16.71","1.229","0.119","0.358","0.048","0.913","0.913","114.7","1.045","1.001","0.692","1.277","0.867","1.101","1.0358","0.0419","24.72","100","0",""
"2026-02-26","2500AHH","特黑","production","","","21.2","10","","14","","0.535","0.185","0.05","0.05","5","4.9","","","","","0.16","","16","25","16.00","","148.5","30","164","25","18","55","16.23","1.241","0.116","0.429","0.116","1.035","1.035","102.8","0.920","1.003","0.679","1.254","0.851","1.081","1.0448","0.0427","24.47","100","0",""
"2026-02-26","2500AHH","白","production","","","23.2","10","","14","","0.51","0.14","0.04","0.05","5.65","","","","","0.65","0.16","","16","25","16.00","","149.5","30","164","25","18","55","16.82","1.226","0.120","0.336","0.096","0.882","0.882","118.3","1.076","1.001","0.692","1.277","0.867","1.101","1.0469","0.0421","24.89","100","0",""
"2026-02-26","251","白","production","13.2","","","10.8","","","10.8","0.415","0.12","0.02","0.02","4","","","","","0.5","0.16","","16","25","16.00","","143.3","26","164","25","18","55","17.76","1.365","0.066","0.395","0.066","0.946","0.946","133.6","1.006","1.017","0.623","0.955","0.723","0.855","1.0569","0.0409","25.83","84","2","[Warning] 交聯指數Too High(1.006 > 0.955)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(1.006 > 0.955)，可能導致泡棉硬脆"
"2026-02-26","282-1","黑","production","3.7","","18.6","","","12.6","","0.35","0.12","0.035","0.03","3.4","0.61","","","","","0.135","","16","25","16.00","0.00","147.7","26","164","25","18","55","21.12","1.173","0.101","0.402","0.117","0.931","0.931","106.8","1.055","1.004","0.895","1.492","1.074","1.313","1.0494","0.0344","30.52","100","0",""
"2026-02-26","282-1","白","production","6.8","","12.2","3.4","","12.2","","0.33","0.1","0.025","0.02","3.4","","","","","0.4","0.135","","16","25","16.00","0.00","147.7","26","164","25","18","55","20.78","1.124","0.068","0.341","0.085","0.865","0.865","115.2","1.147","1.007","0.900","1.500","1.080","1.320","1.0532","0.0355","29.68","100","0",""
"2026-02-26","3000","黑","production","12.5","","","10","","","10.8","0.435","0.13","0.03","0.02","4","0.85","","","","","0.16","","16","25","16.00","","144.5","26","164","25","18","55","18.28","1.473","0.068","0.440","0.102","0.981","0.981","139.5","1.096","1.017","0.755","1.157","0.876","1.037","1.0558","0.0393","26.85","100","0",""
"2026-02-26","3000","白","production","12.8","","","10","","","11.2","0.455","0.135","0.03","0.02","4","","","","","0.5","0.16","","16","25","16.00","","144.5","26","164","25","18","55","19.05","1.548","0.068","0.459","0.102","0.949","0.949","152.0","1.194","1.017","0.854","1.309","0.991","1.173","1.0628","0.0384","27.65","100","0",""
"2026-02-25","312","黑","production","20.5","","","7","","13.5","","0.53","0.145","0.025","0.02","4","0.65","","","","","0.16","","16","25","16.00","","140.1","26","164","25","18","55","18.89","1.483","0.056","0.406","0.070","0.960","0.960","145.5","0.969","1.016","0.794","1.216","0.920","1.089","1.0468","0.0381","27.47","100","0",""
"2026-02-25","4000","黑","production","23","","","10","","","16","0.58","0.16","0.025","0.02","4","0.7","","","","","0.16","","16","25","16.00","","142","26","164","25","18","55","18.81","1.364","0.047","0.376","0.059","0.989","0.989","130.5","0.941","1.020","0.905","1.386","1.049","1.242","1.0416","0.0381","27.37","100","0",""
"2026-02-26","460","黑","production","2","","22","5","","16","","0.5","0.17","0.025","0.04","5","0.7","","","","","0.16","","16","25","16.00","","146.5","26","164","25","18","55","20.63","1.289","0.103","0.438","0.064","0.850","0.850","133.2","1.094","1.003","0.692","1.277","0.867","1.101","1.0512","0.0355","29.58","100","0",""
"2026-02-26","460","白","production","","","24.4","5","","16","","0.52","0.18","0.035","0.04","5.5","","","","","0.5","0.16","","16","25","16.00","","150.8","26","164","25","18","55","20.63","1.341","0.103","0.464","0.090","0.817","0.817","144.8","1.319","1.001","0.692","1.277","0.867","1.101","1.0590","0.0358","29.58","84","2","[Warning] 交聯指數Too High(1.319 > 1.277)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(1.319 > 1.277)，可能導致泡棉硬脆"
