Date,Model,Batch,Mode,EVA16(kg),EVA25(kg),LDPE24(kg),LDPE40(kg),POE(kg),AC_PE_MB(kg),AC_EVA_MB(kg),DCP(kg),ZnO(kg),Urea(kg),BHT(kg),Filler_MB(kg),Color_MB(kg),Color1_Type,Color1_kg,Color2_Type,Color2_kg,Color3_Type,Color3_kg,ATH(kg),BrSb_MB(kg),CP70(kg),Powder(kg),PEG4000(kg),HALS(kg),EVA16_VA%,EVA25_VA%,Weighted_VA%,Effective_VA%,Temp1(°C),Time1(min),Temp2(°C),Time2(min),MixTime(min),RotorSpeed(rpm),AC(phr),DCP(phr),BHT(phr),ZnO(phr),Urea(phr),BaseDCPNeed(phr),EffectiveDCP(phr),DCP_SupplyRatio%,CrosslinkIndex,CrosslinkEff,CI_Min,CI_Max,CI_OptimalLow,CI_OptimalHigh,TheoDensity,PredDensity,PredExpansion,Quality_Score,Warning_Count,DosageTemp,DischargeTemp,ResinType,QI_Percent,e1_FT,e2_FTi,e3_TTi,e4_FR,e5_TR,e6_TiR,FaceA_CV,FaceB_CV,FaceC_CV,FaceD_CV,Mahalanobis_Dist,Confidence_Zone,Warnings
"2026-02-26","460","白","production","","","24.4","5","","16","","0.52","0.18","0.035","0.04","5.5","","EVA-5504N-1_1.506_org23","0.002","","","","","","","","0.5","0.16","","16","25","16.00","0.00","150.8","26","164","25","18","55","20.63","1.341","0.103","0.464","0.090","0.895","0.895","113.4","1.020","1.001","0.784","1.348","0.953","1.178","1.0590","0.0420","24.67","100","0","100","131","ldpe_only","84","0.934","0.981","0.769","0.936","1.000","1.000","","","","","1.12","green",""
"2026-02-26","460-1","黑","production","5","","14.7","5","","14.6","","0.455","0.18","0.035","0.03","4","0.59","EVA-8503_1.33_cb37","0.59","","","","","","","","","0.16","","16","25","16.00","0.00","149","26","164","25","18","55","21.83","1.361","0.090","0.538","0.105","0.889","0.889","115.6","1.038","1.001","0.784","1.348","0.953","1.178","1.0525","0.0417","24.87","100","1","100","130","eva_ldpe","84","0.933","0.995","0.769","0.980","0.999","1.000","","","","","1.10","green","[Mild] AC/DCP比稍偏低(13.7)，最適Range 14.9~21.7@25X"
"2026-02-26","460-1","白","production","4.5","","17","3","","15.8","","0.44","0.16","0.02","0.03","5.48","","EVA-5504N-1_1.506_org23","0.002","","","","","","","","0.48","0.16","","16","25","16.00","0.00","148.3","26","164","25","18","55","23.39","1.303","0.089","0.474","0.059","0.900","0.900","119.2","1.065","1.002","0.781","1.343","0.949","1.174","1.0766","0.0426","24.32","100","2","100","129","eva_ldpe","79","0.935","0.977","0.769","0.797","0.973","1.000","","","","","1.93","green","[Mild] AC/DCP比稍偏低(12.8)，最適Range 14.6~21.4@24X; [Info] Discharge Temperature(130°C)接近AC有效分解溫度(123°C)，少量AC可能提前分解(~8.6%)"
"2026-02-26","600-1","黑","production","5.5","","27.5","","","18.5","","0.49","0.155","0.028","0.045","5","0.9","EVA-8503_1.33_cb37","0.9","","","","","","","","","0.16","","16","25","16.00","0.00","149","26","164","25","18","55","20.94","1.109","0.102","0.351","0.063","0.884","0.884","129.7","1.140","1.005","0.663","1.225","0.832","1.056","1.0474","0.0417","25.41","100","2","90","127","eva_ldpe","67","0.882","0.756","0.762","0.674","0.717","0.704","","","","","2.75","yellow","[Warning] AC/DCP比偏低(12.5)，25X最適值17.3(-1.6σ); [Info] Discharge Temperature(132°C)接近AC有效分解溫度(119°C)，少量AC可能提前分解(~13.3%)"
"2026-02-26","600-1","深黑","production","","","53.4","6.4","","39.5","","0.975","0.315","0.085","0.06","5.4","7.2","EVA-7505_1.38_cb45","7.2","","","","","","","","","0.16","","16","25","16.00","0.00","148.8","26","164","25","18","55","22.89","1.130","0.070","0.365","0.098","0.820","0.820","128.8","1.153","1.001","0.784","1.348","0.953","1.178","1.0404","0.0412","25.15","100","1","90","129","ldpe_only","76","0.933","0.999","0.769","0.859","0.755","1.000","","","","","1.44","green","[Info] Discharge Temperature(129°C)接近AC有效分解溫度(120°C)，少量AC可能提前分解(~10.2%)"
"2026-02-25","600NN","黑","production","31.75","","29.4","","","42","","0.98","0.26","0.05","0.1","11","1.8","EVA-8503_1.33_cb37","1.8","","","","","","2.9","","","0.16","","16","25","16.00","0.00","149.4","27","164","25","18","55","23.96","1.118","0.114","0.297","0.057","0.824","0.824","127.3","1.136","1.001","0.784","1.348","0.953","1.178","1.0728","0.0412","25.14","100","2","90","128","eva_ldpe","79","0.933","0.996","0.769","0.878","0.820","1.000","","","","","1.14","green","[Mild] AC/DCP比稍偏低(13.6)，最適Range 14.9~21.7@25X; [Info] Discharge Temperature(129°C)接近AC有效分解溫度(123°C)，少量AC可能提前分解(~7.7%)"
"2026-02-26","600NN","白","production","10","","18.6","3.1","","20.7","","0.535","0.165","0.04","0.03","5.82","","EVA-5504N-1_1.506_org23","0.002","","","","","","1.8","0.4","0.62","0.16","","16","25","16.00","0.00","148.2","26","164","25","18","55","23.33","1.206","0.068","0.372","0.090","0.839","0.842","130.1","1.158","1.007","0.675","1.246","0.846","1.075","1.0770","0.0334","32.27","100","0","90","128","eva_ldpe","68","0.999","1.000","0.747","0.975","0.704","0.708","","","","","2.17","green",""
"2026-02-25","604NN","黑","production","25","","35.5","","","41","","0.91","0.3","0.04","0.07","9","1.8","EVA-8503_1.33_cb37","1.8","","","","","4","","","","0.16","","16","25","16.00","0.00","149.4","26","164","25","18","55","24.23","1.076","0.083","0.355","0.047","0.834","0.834","130.1","1.176","1.002","0.783","1.347","0.952","1.178","1.0778","0.0414","25.13","92","1","90","128","eva_ldpe","73","0.970","0.975","0.775","0.819","0.705","1.000","","","","","1.87","green","[Mild] AC/DCP比稍偏低(13.2)，最適Range 14.9~21.7@25X"
"2026-02-25","RE-139","深黑","production","27.2","","","","4","","11.2","0.58","0.13","0.055","0.02","5","4.1","EVA-7505_1.38_cb45","4.1","","","","","","","","","0.16","","16","25","16.00","0.00","143.5","27","164","25","18","55","13.62","1.410","0.049","0.316","0.134","0.896","0.896","110.0","0.962","1.006","0.678","1.252","0.850","1.079","1.0428","0.0377","28.19","93","1","75","128","poe_blend","69","1.000","0.623","0.749","0.862","0.963","1.000","","","","","1.43","green","[Info] Discharge Temperature(128°C)接近AC有效分解溫度(121°C)，少量AC可能提前分解(~8.8%)"
"2026-02-25","RE-357","深黑","production","11","7.5","","","6.5","","10","0.62","0.14","0.045","0.043","4.3","2.65","EVA-7505_1.38_cb45","2.65","","","","","","","","","0.16","","16","25","18.54","0.00","141.2","27","164","25","18","55","15.12","1.875","0.130","0.423","0.136","0.855","0.855","136.6","1.173","1.004","0.686","1.267","0.860","1.092","1.0412","0.0388","27.20","77","0","75","131","poe_blend","58","1.000","0.972","0.749","0.952","0.486","0.723","","","","","2.94","yellow",""
"2026-02-26","460","米白G1U","production","","","24.4","5","","16","","0.515","0.185","0.045","0.04","5.5","","EVA-5504N-1_1.506_org23","0.002","","","","","","","","0.5","0.16","","16","25","16.00","0.00","150.7","26","164","25","18","55","20.63","1.328","0.103","0.477","0.116","0.847","0.847","131.1","1.132","1.003","0.784","1.348","0.953","1.178","1.0590","0.0375","28.10","93","0","100","131","ldpe_only","80","0.996","0.979","0.743","0.991","0.830","1.000","","","","","1.16","green",""
"2026-02-26","460","黃602U","production","2","","22.2","5","","15.7","","0.53","0.175","0.025","0.05","5","0.64","EVA-3508_1.412_org21","0.64","","","","","","","","","0.16","","16","25","16.00","0.00","148.2","26","164","25","18","55","20.24","1.367","0.129","0.451","0.064","0.840","0.840","133.3","1.151","1.003","0.784","1.348","0.953","1.178","1.0498","0.0383","27.45","96","1","100","130","eva_ldpe","74","0.996","0.996","0.743","0.988","0.693","1.000","","","","","1.87","green","[Mild] AC/DCP比稍偏低(14.7)，最適Range 15.9~22.7@28X"
"2026-02-26","460","蘋果綠333U","production","2","","20.5","5","","17","","0.5","0.165","0.037","0.05","5","1.44","EVA-4506_1.357_org20","1.4049","EVA-3508_1.412_org21","0.0351","","","","","","","0.16","","16","25","16.00","0.00","148","26","164","25","18","55","22.18","1.304","0.130","0.430","0.097","0.839","0.839","132.1","1.143","1.004","0.784","1.348","0.953","1.178","1.0587","0.0369","28.52","96","1","100","129","eva_ldpe","73","0.977","1.000","0.731","0.909","0.704","1.000","","","","","1.68","green","[Mild] AC/DCP比稍偏低(15.5)，最適Range 16.3~23.1@29X"
"2026-02-26","460","深水藍628U","production","2","","22","5","","16","","0.53","0.165","0.025","0.05","5","0.45","EVA-5504N-1_1.506_org23","0.3848","EVA-4506_1.357_org20","0.0628","EVA-8503_1.33_cb37","0.0024","","","","","0.16","","16","25","16.00","0.00","148.2","26","164","25","18","55","20.73","1.374","0.130","0.428","0.065","0.847","0.847","139.3","1.208","1.003","0.784","1.348","0.953","1.178","1.0509","0.0390","26.79","96","2","100","130","eva_ldpe","55","1.000","0.969","0.749","0.933","0.401","0.894","","","","","3.38","yellow","[Mild] AC/DCP比稍偏低(13.6)，最適Range 15.6~22.3@27X; [Info] Discharge Temperature(130°C)接近AC有效分解溫度(125°C)，少量AC可能提前分解(~7.2%)"
"2026-02-26","460","藍307U","production","2","","19","5","","16","","0.51","0.16","0.06","0.05","5","5.73","EVA-5504N-1_1.506_org23","4.9","EVA-4506_1.357_org20","0.8","EVA-8503_1.33_cb37","0.03","","","","","0.16","","16","25","16.00","0.00","148","26","164","25","18","55","20.23","1.290","0.126","0.405","0.152","0.890","0.890","109.2","1.023","1.001","0.784","1.348","0.953","1.178","1.0650","0.0414","24.86","93","0","100","130","eva_ldpe","86","1.000","0.985","0.783","0.989","0.949","1.000","","","","","1.00","green",""
"2026-02-26","460","深藍2925U","production","2","","21.4","5","","16","","0.515","0.195","0.03","0.05","5","1.2","EVA-5504N-1_1.506_org23","1.2","","","","","","","","","0.16","","16","25","16.00","0.00","149.7","26","164","25","18","55","20.75","1.336","0.130","0.506","0.078","0.888","0.888","116.3","1.126","1.001","0.784","1.348","0.953","1.178","1.0535","0.0416","24.74","100","2","100","131","eva_ldpe","81","0.820","0.993","0.793","0.907","0.998","1.000","","","","","1.92","green","[Mild] AC/DCP比稍偏低(13.4)，最適Range 14.8~21.6@25X; [Info] Discharge Temperature(132°C)接近AC有效分解溫度(126°C)，少量AC可能提前分解(~7.4%)"
"2026-02-26","460","粉紅236U","production","2","","21.6","5","","16","","0.52","0.195","0.03","0.05","5","1.4","EVA-1375_1.232_org5","1.2085","EVA-1376_1.461_org9","0.1915","","","","","","","0.16","","16","25","16.00","0.00","149.7","26","164","25","18","55","20.57","1.337","0.129","0.501","0.077","0.835","0.835","134.1","1.186","1.003","0.784","1.348","0.953","1.178","1.0531","0.0357","29.40","100","0","100","131","eva_ldpe","82","0.945","1.000","0.772","0.949","0.850","0.974","","","","","0.80","green",""
"2026-02-26","460","紅232U","production","2","","19.2","5","","15.8","","0.51","0.155","0.025","0.04","5","6.14","EVA-1375_1.232_org5","5.3","EVA-1376_1.461_org9","0.84","","","","","","","0.15","","16","25","16.00","0.00","148","26","164","25","18","55","19.20","1.239","0.097","0.377","0.061","0.872","0.872","103.9","0.952","1.003","0.772","1.327","0.939","1.161","1.0476","0.0410","25.37","96","0","100","130","eva_ldpe","72","0.932","0.651","0.769","0.998","0.997","1.000","","","","","1.11","green",""
"2026-02-26","460","金黃1225U","production","2","","22.9","5","","16","","0.53","0.165","0.025","0.05","5","1.39","EVA-3508_1.412_org21","1.1","EVA-1502_1.151_org21","0.29","","","","","","","0.16","","16","25","16.00","0.00","148.5","26","164","25","18","55","19.90","1.319","0.124","0.411","0.062","0.925","0.925","106.4","0.986","1.003","0.768","1.321","0.934","1.155","1.0494","0.0420","24.83","100","1","100","130","eva_ldpe","83","1.000","0.888","0.783","0.987","0.891","1.000","","","","","0.85","green","[Mild] AC/DCP比稍偏低(14.0)，最適Range 14.8~21.6@25X"
"2026-02-26","460","灰10U","production","2","","21.9","5","","16.2","","0.5","0.145","0.025","0.04","5","0.9","EVA-8503_1.33_cb37","0.75","EVA-1502_1.151_org21","0.15","","","","","","","0.16","","16","25","16.00","0.00","149","26","164","25","18","55","20.81","1.285","0.103","0.373","0.064","0.888","0.888","113.4","1.104","1.001","0.784","1.348","0.953","1.178","1.0522","0.0414","24.86","100","1","100","129","eva_ldpe","82","0.821","0.997","0.793","0.998","0.996","1.000","","","","","1.90","green","[Mild] AC/DCP比稍偏低(13.8)，最適Range 14.9~21.6@25X"
"2026-02-26","460","特黑06C","production","2","","17.8","5","","16.2","","0.455","0.185","0.05","0.04","5","5.3","EVA-8503_1.33_cb37","5.3","","","","","","","","","0.16","","16","25","16.00","0.00","147","26","164","25","18","55","21.25","1.193","0.105","0.485","0.131","0.957","0.957","100.4","0.926","1.005","0.670","1.238","0.841","1.068","1.0689","0.0427","24.51","100","1","100","128","eva_ldpe","71","0.993","0.628","0.780","1.000","0.962","1.000","","","","","1.12","green","[Mild] AC/DCP比稍偏低(14.2)，最適Range 14.7~21.5@25X"
"2026-02-26","2500AHH","黃602U","production","","","22","10","","14","","0.51","0.15","0.03","0.05","5","0.5","EVA-3508_1.412_org21","0.5","","","","","","","","","0.16","","16","25","16.00","0.00","150","30","164","25","18","55","17.23","1.255","0.123","0.369","0.074","0.959","0.959","99.0","0.910","1.003","0.738","1.269","0.897","1.110","1.0374","0.0408","26.07","100","0","100","130","ldpe_only","32","0.992","0.100","0.780","0.997","0.782","1.000","","","","","2.86","yellow",""
"2026-02-26","2500AHH","蘋果綠333U","production","","","23","10","","14","","0.51","0.15","0.035","0.05","5","1.33","EVA-4506_1.357_org20","1.3039","EVA-3508_1.412_org21","0.0261","","","","","","","0.16","","16","25","16.00","0.00","149.5","30","164","25","18","55","16.57","1.207","0.118","0.355","0.083","1.023","1.023","97.5","0.843","1.003","0.742","1.276","0.903","1.116","1.0360","0.0462","22.81","100","1","100","129","ldpe_only","28","0.844","0.100","0.755","0.984","0.623","0.775","","","","","3.49","yellow","[Info] Discharge Temperature(129°C)接近AC有效分解溫度(115°C)，少量AC可能提前分解(~14.3%)"
"2026-02-26","2500AHH","深藍2925U","production","","","22.8","10","","14","","0.51","0.15","0.03","0.05","5","1","EVA-51054_1.361_org25","1","","","","","","","","","0.16","","16","25","16.00","0.00","149.5","30","164","25","18","55","16.75","1.220","0.120","0.359","0.072","0.884","0.884","118.7","1.069","1.001","0.784","1.348","0.953","1.178","1.0361","0.0453","22.55","100","1","100","129","ldpe_only","84","0.939","0.999","0.769","0.994","0.979","1.000","","","","","1.03","green","[Info] Discharge Temperature(128°C)接近AC有效分解溫度(118°C)，少量AC可能提前分解(~11.2%)"
"2026-02-26","2500AHH","深藍297U","production","","","18","15.2","","14","","0.545","0.155","0.045","0.05","5","2.37","EVA-51054_1.361_org25","2.37","","","","","","","","","0.16","","16","25","16.00","0.00","149.5","30","164","25","18","55","16.19","1.261","0.116","0.359","0.104","0.889","0.889","123.8","1.104","1.001","0.784","1.348","0.953","1.178","1.0369","0.0434","23.70","97","2","100","130","ldpe_only","83","0.936","0.989","0.769","0.985","0.888","1.000","","","","","0.86","green","[Mild] AC/DCP比稍偏低(12.2)，最適Range 12.2~19.3@24X; [Info] Discharge Temperature(130°C)接近AC有效分解溫度(119°C)，少量AC可能提前分解(~11.5%)"
"2026-02-26","2500AHH","藍280U","production","","","17.4","10.3","","14.5","","0.58","0.155","0.06","0.055","5.1","8.68","EVA-51054_1.361_org25","8.68","","","","","","","","","0.16","","16","25","16.00","0.00","149","30","164","25","18","55","16.97","1.357","0.129","0.363","0.140","0.926","0.926","108.6","0.977","1.004","0.680","1.255","0.852","1.083","1.0597","0.0467","22.13","93","1","100","132","ldpe_only","82","0.940","0.933","0.769","0.890","0.967","1.000","","","","","1.10","green","[Info] Discharge Temperature(130°C)接近AC有效分解溫度(120°C)，少量AC可能提前分解(~11.0%)"
"2026-02-26","2500AHH","藍310U","production","","","23","10","","14","","0.52","0.17","0.05","0.05","5","0.5","EVA-51054_1.361_org25","0.5","","","","","","","","","0.16","","16","25","16.00","0.00","149.5","30","164","25","18","55","16.82","1.249","0.120","0.408","0.120","0.905","0.905","113.3","1.012","1.003","0.784","1.348","0.953","1.178","1.0349","0.0448","22.95","97","1","100","129","ldpe_only","84","0.910","0.995","0.765","0.978","0.995","1.000","","","","","1.14","green","[Info] Discharge Temperature(130°C)接近AC有效分解溫度(118°C)，少量AC可能提前分解(~13.0%)"
"2026-02-26","2500AHH","藍298U","production","","","22.5","10","","14","","0.515","0.175","0.04","0.05","5","0.95","EVA-51054_1.361_org25","0.95","","","","","","","","","0.16","","16","25","16.00","0.00","149.5","30","164","25","18","55","16.88","1.242","0.121","0.422","0.096","0.885","0.885","116.0","1.054","1.001","0.784","1.348","0.953","1.178","1.0367","0.0457","22.61","97","1","100","129","ldpe_only","86","1.000","0.999","0.782","1.000","0.998","1.000","","","","","1.17","green","[Warning] Discharge Temperature(130°C)超過AC有效分解溫度(114°C)16°C，AC提前分解風險高"
"2026-02-26","2500AHH","大紅178U","production","","","21.5","10","","14","","0.53","0.15","0.035","0.05","5","2.06","EVA-1502_1.151_org21","2.06","","","","","","","","","0.16","","16","25","16.00","0.00","150","30","164","25","18","55","16.95","1.283","0.121","0.363","0.085","0.907","0.907","109.1","1.000","1.001","0.783","1.346","0.952","1.177","1.0406","0.0462","22.51","100","1","100","130","ldpe_only","84","1.000","0.885","0.783","0.984","0.948","1.000","","","","","0.85","green","[Info] Discharge Temperature(129°C)接近AC有效分解溫度(119°C)，少量AC可能提前分解(~11.0%)"
"2026-02-26","2500","綠3265U","production","2.1","","13.7","4.2","","11.8","","0.35","0.145","0.04","0.03","4.2","4.57","EVA-4506_1.357_org20","4.4585","EVA-3508_1.412_org21","0.1115","","","","","","","0.16","","16","25","16.00","0.00","148.3","30","164","25","18","55","19.42","1.152","0.099","0.477","0.132","0.891","0.891","107.6","1.038","1.001","0.784","1.348","0.953","1.178","1.0681","0.0470","22.44","97","2","100","128","eva_ldpe","81","0.812","0.991","0.793","0.942","0.919","1.000","","","","","1.74","green","[Mild] AC/DCP比稍偏低(13.3)，最適Range 14.1~20.9@23X; [Info] Discharge Temperature(131°C)接近AC有效分解溫度(118°C)，少量AC可能提前分解(~13.0%)"
"2026-02-26","2500","藍285U","production","2","","15.6","4","","11.2","","0.4","0.15","0.025","0.03","4","2.36","EVA-5504N-1_1.506_org23","2.36","","","","","","","","","0.16","","16","25","16.00","0.00","148.3","26","164","25","18","55","18.69","1.335","0.100","0.501","0.083","0.898","0.898","105.2","0.967","1.001","0.784","1.348","0.953","1.178","1.0551","0.0466","22.32","100","2","100","130","eva_ldpe","86","1.000","0.956","0.783","0.979","0.992","1.000","","","","","1.06","green","[Mild] AC/DCP比稍偏低(13.3)，最適Range 14.0~20.8@23X; [Info] Discharge Temperature(129°C)接近AC有效分解溫度(121°C)，少量AC可能提前分解(~9.6%)"
"2026-02-26","2500","蘋果綠333U","production","2","","15.5","4","","11.2","","0.37","0.135","0.025","0.03","4","1.03","EVA-4506_1.357_org20","1.0049","EVA-3508_1.412_org21","0.0251","","","","","","","0.16","","16","25","16.00","0.00","148","30","164","25","18","55","19.40","1.281","0.104","0.468","0.087","0.922","0.922","105.3","0.965","1.003","0.776","1.333","0.943","1.166","1.0537","0.0473","22.01","100","2","100","129","eva_ldpe","83","1.000","0.862","0.783","0.928","1.000","1.000","","","","","1.11","green","[Mild] AC/DCP比稍偏低(12.6)，最適Range 13.8~20.6@22X; [Info] Discharge Temperature(130°C)接近AC有效分解溫度(116°C)，少量AC可能提前分解(~14.2%)"
"2026-02-26","2500","深藍2925U","production","2","","16.3","4","","11.2","","0.38","0.135","0.02","0.03","4","0.86","EVA-5504N-1_1.506_org23","0.86","","","","","","","","","0.16","","16","25","16.00","0.00","148","26","164","25","18","55","18.95","1.286","0.102","0.457","0.068","0.938","0.938","108.7","0.990","1.004","0.770","1.323","0.936","1.157","1.0503","0.0469","22.32","100","1","100","129","eva_ldpe","79","1.000","0.773","0.783","0.999","0.940","1.000","","","","","0.90","green","[Info] Discharge Temperature(131°C)接近AC有效分解溫度(124°C)，少量AC可能提前分解(~8.5%)"
"2026-02-26","2500","粉紅236U","production","2","","15.3","4","","11.5","","0.37","0.115","0.02","0.03","4","1","EVA-1375_1.232_org5","1","","","","","","","","","0.05","","16","25","16.00","0.00","147.5","27","164","25","18","55","19.83","1.276","0.103","0.397","0.069","0.839","0.839","132.1","1.143","1.004","0.784","1.348","0.953","1.178","1.0514","0.0369","28.52","100","0","100","128","eva_ldpe","73","0.977","1.000","0.731","0.909","0.704","1.000","","","","","1.68","green",""
"2026-02-26","2500","金黃122U","production","2","","17.5","4","","11.3","","0.415","0.135","0.03","0.03","4","1","EVA-3508_1.412_org21","0.8","EVA-1502_1.151_org21","0.2","","","","","","","0.16","","16","25","16.00","0.00","148.3","27","164","25","18","55","18.28","1.343","0.097","0.437","0.097","0.902","0.902","109.6","0.982","1.002","0.784","1.348","0.953","1.178","1.0465","0.0457","22.71","93","1","100","130","eva_ldpe","84","0.938","0.954","0.769","0.982","0.957","1.000","","","","","0.84","green","[Mild] AC/DCP比稍偏低(13.0)，最適Range 14.1~20.9@23X"
"2026-02-26","2500","特黑06C","production","","","15.8","4","","11.2","","0.412","0.125","0.025","0.03","4","3.25","EVA-8800-3_1.20_cb34","3.25","","","","","","","","","0.16","","16","25","16.00","0.00","146.5","26","164","25","18","55","19.42","1.429","0.104","0.433","0.087","0.928","0.928","105.6","0.944","1.003","0.770","1.324","0.936","1.157","1.0626","0.0460","22.76","96","1","100","130","ldpe_only","82","0.973","0.844","0.775","0.991","0.999","1.000","","","","","0.92","green","[Info] Discharge Temperature(130°C)接近AC有效分解溫度(116°C)，少量AC可能提前分解(~13.8%)"
"2026-02-26","2200C","灰7C","production","","","28","10","","16","","0.56","0.155","0.03","0.06","5","0.76","EVA-8503_1.33_cb37","0.5","EVA-5504N-1_1.506_org23","0.22","EVA-3508_1.412_org21","0.04","","","","","0.1","","16","25","16.00","0.00","151","26","164","25","18","55","16.75","1.172","0.126","0.324","0.063","0.957","0.957","100.3","0.912","1.005","0.667","1.232","0.837","1.063","1.0298","0.0481","21.94","100","1","100","129","ldpe_only","69","1.000","0.624","0.783","0.948","0.805","1.000","","","","","1.25","green","[Info] Discharge Temperature(131°C)接近AC有效分解溫度(120°C)，少量AC可能提前分解(~11.6%)"
"2026-02-26","2200C","黃602U","production","","","28","10","","15.8","","0.59","0.175","0.04","0.06","5","0.65","EVA-3508_1.412_org21","0.65","","","","","","","","","0.1","","16","25","16.00","0.00","153.5","26","164","25","18","55","16.57","1.238","0.126","0.367","0.084","0.893","0.893","106.6","0.998","1.002","0.784","1.348","0.953","1.178","1.0282","0.0465","22.27","97","1","100","132","ldpe_only","85","0.989","1.000","0.786","1.000","0.924","1.000","","","","","1.02","green","[Info] Discharge Temperature(130°C)接近AC有效分解溫度(122°C)，少量AC可能提前分解(~9.1%)"
"2026-02-26","2200C","綠339U","production","","","25.2","9","","16.5","","0.535","0.17","0.045","0.06","5","6","EVA-4506_1.357_org20","4.6512","EVA-3508_1.412_org21","1.3488","","","","","","","0.16","","16","25","16.00","0.00","149.5","26","164","25","18","55","17.12","1.110","0.124","0.353","0.093","1.030","1.030","95.7","0.894","1.003","0.741","1.273","0.900","1.114","1.0441","0.0457","23.34","100","1","100","129","ldpe_only","28","0.990","0.100","0.787","0.979","0.563","0.975","","","","","3.63","yellow","[Warning] Discharge Temperature(131°C)超過AC有效分解溫度(109°C)22°C，AC提前分解風險高"
"2026-02-26","2200C","藍300U","production","","","24","10","","16","","0.57","0.18","0.04","0.06","5","6.27","EVA-5504N-1_1.506_org23","5.472","EVA-51054_1.361_org25","0.6612","EVA-1376_1.461_org9","0.1368","","","","","0.16","","16","25","16.00","0.00","151","26","164","25","18","55","16.68","1.189","0.125","0.375","0.083","0.925","0.925","106.4","0.986","1.003","0.768","1.321","0.934","1.155","1.0439","0.0420","24.83","100","0","100","131","ldpe_only","83","1.000","0.888","0.783","0.987","0.891","1.000","","","","","0.85","green",""
"2026-02-26","2200C","深藍2925U","production","","","27.7","10","","16","","0.58","0.175","0.035","0.06","5","1.2","EVA-5504N-1_1.506_org23","1.2","","","","","","","","","0.16","","16","25","16.00","0.00","153.5","26","164","25","18","55","16.72","1.212","0.125","0.366","0.073","0.958","0.958","149.2","1.166","1.018","0.871","1.396","1.028","1.239","1.0303","0.0365","28.74","100","1","100","132","ldpe_only","54","0.999","1.000","0.578","0.811","0.494","1.000","","","","","4.08","red","[Mild] AC/DCP比稍偏低(13.1)，最適Range 13.7~20.8@29X"
"2026-02-26","2200C","紅186C","production","","","22","10","","16","","0.565","0.17","0.03","0.06","5","9.44","EVA-1502_1.151_org21","9.44","","","","","","","","","0.16","","16","25","16.00","0.00","150.5","30","164","25","18","55","16.55","1.169","0.124","0.352","0.062","1.022","1.022","138.7","0.983","1.018","0.727","1.166","0.859","1.035","1.0515","0.0390","27.58","96","2","100","131","ldpe_only","42","0.494","0.471","0.526","0.908","0.972","1.000","","","","","4.65","red","[Warning] AC/DCP比偏低(12.3)，27X最適值18.2(-2.0σ); [Info] Discharge Temperature(126°C)接近AC有效分解溫度(120°C)，少量AC可能提前分解(~8.1%)"
"2026-02-26","2200C","桔123C","production","","","29.8","5","","15.9","","0.59","0.17","0.04","0.06","5","5.25","EVA-3508_1.412_org21","4.9","EVA-1376_1.461_org9","0.35","","","","","","","0.16","","16","25","16.00","0.00","151","26","164","25","18","55","16.58","1.231","0.125","0.355","0.083","0.943","0.943","108.4","1.002","1.003","0.774","1.331","0.941","1.164","1.0408","0.0421","24.65","96","1","100","131","ldpe_only","72","1.000","0.645","0.783","0.945","0.986","1.000","","","","","1.15","green","[Mild] AC/DCP比稍偏低(13.5)，最適Range 14.8~21.5@25X"
"2026-02-26","2200C","特黑06C","production","","","23.5","10.4","","16.7","","0.55","0.185","0.045","0.062","5.1","7.2","EVA-7505_1.38_cb45","7.2","","","","","","","","","0.16","","16","25","16.00","0.00","150.5","26","164","25","18","55","17.07","1.124","0.127","0.378","0.092","0.959","0.959","99.0","0.910","1.003","0.738","1.269","0.897","1.110","1.0471","0.0408","26.07","100","0","100","130","ldpe_only","30","0.992","0.100","0.780","0.997","0.673","1.000","","","","","3.22","yellow",""
"2026-02-26","2000AHH","特黑06C","production","","","25.2","10","","14","","0.55","0.195","0.06","0.05","5","6.57","EVA-7505_1.38_cb45","6.57","","","","","","","","","0.16","","16","25","16.00","0.00","148.6","30","164","25","18","55","14.47","1.137","0.103","0.403","0.124","1.023","1.023","97.5","0.843","1.003","0.742","1.276","0.903","1.116","1.0374","0.0462","22.81","97","1","100","129","ldpe_only","28","0.844","0.100","0.755","0.997","0.623","0.775","","","","","3.55","yellow","[Info] Discharge Temperature(129°C)接近AC有效分解溫度(115°C)，少量AC可能提前分解(~14.3%)"
"2026-02-26","2000AHH","綠571U","production","","","24","15","","14","","0.565","0.175","0.055","0.04","5","0.43","EVA-4506_1.357_org20","0.4","EVA-5504N-1_1.506_org23","0.03","","","","","","","0.16","","16","25","16.00","0.00","149.5","30","164","25","18","55","14.71","1.188","0.084","0.368","0.116","0.884","0.884","118.7","1.069","1.001","0.784","1.348","0.953","1.178","1.0221","0.0453","22.55","97","1","100","128","ldpe_only","83","0.939","0.999","0.769","0.882","0.979","1.000","","","","","1.32","green","[Info] Discharge Temperature(128°C)接近AC有效分解溫度(118°C)，少量AC可能提前分解(~11.2%)"
