#,Date,Model,Batch,Score,Density,Expansion,AC_phr,DCP_phr,AC_DCP_Ratio,CI,CI_Min,CI_Max,CI_OK,CrosslinkEff,FR_phr,Filler_phr,Warning_Count,Warnings,Suggestions
69,2026-02-26,"1800A","棕7502U",100,0.0465,22.29,14.73,1.152,12.8,0.978,0.692,1.277,OK,1.001,0.00,10.04,0,"","AC/DCP比值12.8在OptimalRange(10-18@22X); Inorganic Filler10.0 phr 在OptimalRange(5-20 phr); 交聯指數0.978，處於OptimalRange(0.867~1.101)"
70,2026-02-26,"1800A","深藍297U",100,0.0458,22.66,15.01,1.187,12.6,1.007,0.692,1.277,OK,1.002,0.00,10.23,0,"","AC/DCP比值12.6在OptimalRange(10-18@23X); Inorganic Filler10.2 phr 在OptimalRange(5-20 phr); 交聯指數1.007，處於OptimalRange(0.867~1.101)"
71,2026-02-26,"1800A","深紫266C",100,0.0468,22.36,14.77,1.149,12.9,0.888,0.681,1.258,OK,1.003,0.00,10.26,0,"","AC/DCP比值12.9在OptimalRange(10-18@22X); Inorganic Filler10.3 phr 在OptimalRange(5-20 phr); 交聯指數0.888，處於OptimalRange(0.855~1.085)"
72,2026-02-26,"1800A","桃紅225U",100,0.0471,22.41,14.75,1.220,12.1,0.866,0.668,1.233,OK,1.004,0.00,10.05,0,"","AC/DCP比值12.1在OptimalRange(10-18@22X); Inorganic Filler10.1 phr 在OptimalRange(5-20 phr); 混練階段AC損失5.6%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
73,2026-02-26,"1800A","綠2234U",100,0.0454,22.85,15.12,1.188,12.7,1.012,0.692,1.277,OK,1.001,0.00,10.13,0,"","AC/DCP比值12.7在OptimalRange(10-18@23X); Inorganic Filler10.1 phr 在OptimalRange(5-20 phr); 交聯指數1.012，處於OptimalRange(0.867~1.101)"
74,2026-02-26,"1800A","紫紅209U",100,0.0462,23.04,15.23,1.149,13.3,0.762,0.660,1.219,OK,1.005,0.00,10.42,0,"","AC/DCP比值13.3在OptimalRange(10-18@23X); Inorganic Filler10.4 phr 在OptimalRange(5-20 phr); 混練階段AC損失6.4%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
75,2026-02-26,"1800A","特黑06C",92,0.0471,22.26,14.49,1.186,12.2,0.863,0.675,1.246,OK,1.004,0.00,9.88,1,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(111°C)，AC可能提前分解","AC/DCP比值12.2在OptimalRange(10-18@22X); Inorganic Filler9.9 phr 在OptimalRange(5-20 phr); 混練階段AC損失12.0%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
76,2026-02-26,"1600B","寶藍293U",76,0.0565,18.17,11.27,1.117,10.1,0.759,0.676,1.248,OK,1.003,0.00,7.83,3,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(111°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.52%)，DCP供需比僅83%，交聯-發泡可能失衡; [Warning] ZnO/AC比Too High(3.52%)，發泡反應劇烈，需確保DCP交聯足夠","AC/DCP比值10.1在OptimalRange(9-16@18X); Inorganic Filler7.8 phr 在OptimalRange(5-20 phr); 混練階段AC損失11.8%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
77,2026-02-26,"1600B","特黑06C",84,0.0534,19.22,12.07,1.155,10.4,0.850,0.680,1.255,OK,1.003,0.00,7.74,2,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.16%)，DCP供需比僅89%，交聯-發泡可能失衡","AC/DCP比值10.4在OptimalRange(9-16@19X); Inorganic Filler7.7 phr 在OptimalRange(5-20 phr); 混練階段AC損失11.3%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
78,2026-02-26,"1600B","黑06CP",100,0.0566,18.13,11.28,1.138,9.9,0.813,0.677,1.251,OK,1.003,0.00,7.69,0,"","AC/DCP比值9.9在OptimalRange(9-16@18X); Inorganic Filler7.7 phr 在OptimalRange(5-20 phr); 混練階段AC損失7.8%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
79,2026-02-26,"1600AHH","深藍2925U",92,0.0512,19.88,12.53,1.192,10.5,0.997,0.692,1.277,OK,1.001,0.00,7.94,1,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解","AC/DCP比值10.5在OptimalRange(9-16@20X); Inorganic Filler7.9 phr 在OptimalRange(5-20 phr); 混練階段AC損失11.0%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
80,2026-02-26,"1600AHH","綠2304U",92,0.0503,20.34,12.87,1.113,11.6,0.906,0.688,1.271,OK,1.002,0.00,7.83,1,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解","AC/DCP比值11.6在OptimalRange(10-18@20X); Inorganic Filler7.8 phr 在OptimalRange(5-20 phr); 混練階段AC損失11.1%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
81,2026-02-26,"1600AHH","黑7U",92,0.0511,19.92,12.60,1.206,10.4,0.987,0.692,1.277,OK,1.001,0.00,8.10,1,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(115°C)，AC可能提前分解","AC/DCP比值10.4在OptimalRange(9-16@20X); Inorganic Filler8.1 phr 在OptimalRange(5-20 phr); 混練階段AC損失8.6%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
82,2026-02-26,"1600AHH","寶藍293U",92,0.0519,19.96,12.63,1.173,10.8,0.826,0.676,1.248,OK,1.003,0.00,8.80,1,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(111°C)，AC可能提前分解","AC/DCP比值10.8在OptimalRange(9-16@20X); Inorganic Filler8.8 phr 在OptimalRange(5-20 phr); 混練階段AC損失12.3%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
83,2026-02-26,"1600AHH","深紫266C",92,0.0521,19.60,12.28,1.118,11.0,0.850,0.685,1.265,OK,1.002,0.00,7.57,1,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(109°C)，AC可能提前分解","AC/DCP比值11.0在OptimalRange(9-16@20X); Inorganic Filler7.6 phr 在OptimalRange(5-20 phr); 混練階段AC損失13.7%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
84,2026-02-26,"RE-357","藍61CL",70,0.0365,29.22,19.03,1.659,11.5,0.660,1.195,1.831,NG,0.989,0.00,9.76,2,"[嚴重] 交聯指數過低(0.660)，遠低於合格下限(1.195)，泡孔結構嚴重不穩定; [嚴重] 交聯指數過低(0.660)，遠低於合格下限(1.195)，泡孔結構嚴重不穩定","Inorganic Filler9.8 phr 在OptimalRange(5-20 phr); 混練階段AC損失6.3%，考慮降低Discharge Temperature或減少ZnO/Modified Urea; Recommended增加DCP約 50g 使CI達到1.385以上"
85,2026-02-25,"RE138UF","紅514U",89,0.0591,17.89,11.03,1.133,9.7,0.642,0.455,0.730,OK,0.995,0.00,14.00,2,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(106°C)，AC可能提前分解; ZnO/AC比High(3.09%)且DCP供需比Low(78%)，需注意交聯-發泡平衡","AC/DCP比值9.7在OptimalRange(9-16@18X); Inorganic Filler14.0 phr 在OptimalRange(5-20 phr); 混練階段AC損失15.0%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
86,2026-02-25,"RE-357","藍7459C",53,0.0405,25.72,16.34,2.092,7.8,1.039,0.642,0.983,NG,0.989,0.00,9.81,5,"[嚴重] AC/DCP比過低(7.8 < 9)，發泡嚴重Insufficient(26X倍率); [Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(115°C)，AC可能提前分解; [Warning] 交聯指數Too High(1.039 > 0.983)，可能導致泡棉硬脆","Recommended增加AC至 25.1 phr 以上; Inorganic Filler9.8 phr 在OptimalRange(5-20 phr); 混練階段AC損失8.4%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
87,2026-02-25,"RE-139","灰538U",84,0.0494,20.81,13.26,1.362,9.7,0.822,0.518,0.794,WARN,0.989,0.00,9.04,2,"[Warning] 交聯指數Too High(0.822 > 0.794)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(0.822 > 0.794)，可能導致泡棉硬脆","Inorganic Filler9.0 phr 在OptimalRange(5-20 phr); BHT amount low (0.048 phr), antioxidant protection may be insufficient, suggest 0.08-0.15 phr; Recommended減少DCP約 10g"
88,2026-02-25,"RE-139","深藍2925U",100,0.0515,19.93,12.64,1.333,9.5,0.714,0.459,0.736,OK,0.991,0.00,8.62,0,"","AC/DCP比值9.5在OptimalRange(9-16@20X); Inorganic Filler8.6 phr 在OptimalRange(5-20 phr); 交聯指數0.714合格但High(Range0.459~0.736)，可考慮減少DCP約5g"
89,2026-02-25,"RE-139","紅221U",92,0.0504,20.62,12.95,1.343,9.6,0.696,0.508,0.779,OK,0.990,0.00,8.83,1,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(113°C)，AC可能提前分解","Inorganic Filler8.8 phr 在OptimalRange(5-20 phr); 混練階段AC損失10.1%，考慮降低Discharge Temperature或減少ZnO/Modified Urea; 交聯指數0.696，處於OptimalRange(0.590~0.698)"
90,2026-02-25,"RE-139","黑06CL",100,0.0490,21.09,13.40,1.340,10.0,0.747,0.517,0.792,OK,0.989,0.00,8.97,0,"","Inorganic Filler9.0 phr 在OptimalRange(5-20 phr); 混練階段AC損失5.7%，考慮降低Discharge Temperature或減少ZnO/Modified Urea; BHT amount low (0.048 phr), antioxidant protection may be insufficient, suggest 0.08-0.15 phr"
91,2026-02-25,"RE-138","綠326U",84,0.0569,18.39,11.44,1.134,10.1,0.671,0.459,0.736,OK,0.996,0.00,11.93,2,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(113°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.04%)，DCP供需比僅81%，交聯-發泡可能失衡","AC/DCP比值10.1在OptimalRange(9-16@18X); Inorganic Filler11.9 phr 在OptimalRange(5-20 phr); 混練階段AC損失10.1%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
92,2026-02-25,"RE-138","深藍297U",100,0.0602,17.25,10.61,1.120,9.5,0.682,0.461,0.740,OK,0.996,0.00,11.79,0,"","AC/DCP比值9.5在OptimalRange(9-16@17X); Inorganic Filler11.8 phr 在OptimalRange(5-20 phr); 混練階段AC損失6.8%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
93,2026-02-25,"RE-137","中藍2191U",84,0.0607,17.27,10.71,1.186,9.0,0.716,0.462,0.741,OK,0.998,0.00,13.82,2,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(115°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.33%)，DCP供需比僅89%，交聯-發泡可能失衡","AC/DCP比值9.0在OptimalRange(9-16@17X); Inorganic Filler13.8 phr 在OptimalRange(5-20 phr); 混練階段AC損失8.5%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
94,2026-02-25,"RE-137","草綠346U",76,0.0588,17.90,11.17,1.221,9.1,0.721,0.462,0.741,OK,0.998,0.00,13.96,3,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.75%)，DCP供需比僅89%，交聯-發泡可能失衡; [Warning] ZnO/AC比Too High(3.75%)，發泡反應劇烈，需確保DCP交聯足夠","AC/DCP比值9.1在OptimalRange(9-16@18X); Inorganic Filler14.0 phr 在OptimalRange(5-20 phr); 混練階段AC損失10.9%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
95,2026-02-25,"RE-137","大紅178U",76,0.0589,17.87,11.14,1.219,9.1,0.714,0.462,0.741,OK,0.998,0.00,13.93,3,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.85%)，DCP供需比僅88%，交聯-發泡可能失衡; [Warning] ZnO/AC比Too High(3.85%)，發泡反應劇烈，需確保DCP交聯足夠","AC/DCP比值9.1在OptimalRange(9-16@18X); Inorganic Filler13.9 phr 在OptimalRange(5-20 phr); 混練階段AC損失11.1%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
96,2026-02-25,"RE-137","深黑",84,0.0580,18.30,11.47,1.218,9.4,0.671,0.457,0.733,OK,0.996,0.00,14.55,2,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.40%)，DCP供需比僅84%，交聯-發泡可能失衡","AC/DCP比值9.4在OptimalRange(9-16@18X); Inorganic Filler14.5 phr 在OptimalRange(5-20 phr); 混練階段AC損失11.6%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
97,2026-02-25,"614NN","黑",84,0.0347,31.01,23.81,1.098,21.7,0.997,0.592,0.907,NG,1.009,4.65,7.84,2,"[Warning] 交聯指數Too High(0.997 > 0.907)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(0.997 > 0.907)，可能導致泡棉硬脆","AC/DCP比值21.7在OptimalRange(14-22@31X); Inorganic Filler7.8 phr 在OptimalRange(5-20 phr); ATH amount low (4.6 phr), limited FR effect, suggest 40-60 phr or combine with other FR"
98,2026-02-25,"1600A","深桃紅228C",84,0.0580,17.77,10.88,1.226,8.9,0.823,0.667,1.232,OK,1.004,0.00,7.42,2,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(107°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.27%)，DCP供需比僅88%，交聯-發泡可能失衡","Inorganic Filler7.4 phr 在OptimalRange(5-20 phr); 混練階段AC損失15.0%，考慮降低Discharge Temperature或減少ZnO/Modified Urea; 交聯指數0.823合格但Low(Range0.667~1.232)，可考慮增加DCP約5g"
99,2026-02-25,"1600A","特黑06C",84,0.0565,18.08,11.14,1.195,9.3,0.880,0.680,1.255,OK,1.003,0.00,7.60,2,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(107°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.82%)，發泡反應劇烈，需確保DCP交聯足夠","AC/DCP比值9.3在OptimalRange(9-16@18X); Inorganic Filler7.6 phr 在OptimalRange(5-20 phr); 混練階段AC損失15.0%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
100,2026-02-25,"1600","膚727U",100,0.0468,22.00,14.42,1.392,10.4,1.180,0.692,1.277,OK,1.001,0.00,9.40,0,"","AC/DCP比值10.4在OptimalRange(10-18@22X); Inorganic Filler9.4 phr 在OptimalRange(5-20 phr); 混練階段AC損失6.5%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
101,2026-02-25,"1600","藍648U",92,0.0527,19.88,12.94,1.200,10.8,0.899,0.685,1.264,OK,1.004,0.00,11.92,1,"[Warning] ZnO/AC比Too High(4.00%)，發泡反應劇烈，需確保DCP交聯足夠","AC/DCP比值10.8在OptimalRange(9-16@20X); Inorganic Filler11.9 phr 在OptimalRange(5-20 phr); 混練階段AC損失5.5%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
102,2026-02-25,"1600","灰421U",100,0.0492,20.82,13.44,1.271,10.6,1.117,0.692,1.277,OK,1.002,0.00,9.17,0,"","AC/DCP比值10.6在OptimalRange(10-18@21X); Inorganic Filler9.2 phr 在OptimalRange(5-20 phr); 混練階段AC損失8.0%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
103,2026-02-25,"1600","黑07CL",100,0.0495,21.06,13.76,1.176,11.7,0.865,0.678,1.252,OK,1.003,0.00,9.38,0,"","AC/DCP比值11.7在OptimalRange(10-18@21X); Inorganic Filler9.4 phr 在OptimalRange(5-20 phr); 交聯指數0.865，處於OptimalRange(0.850~1.080)"
104,2026-02-25,"1300","大紅178U",100,0.0542,18.91,11.97,1.245,9.6,0.978,0.692,1.277,OK,1.003,0.00,9.07,0,"","AC/DCP比值9.6在OptimalRange(9-16@19X); Inorganic Filler9.1 phr 在OptimalRange(5-20 phr); 混練階段AC損失7.6%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
105,2026-02-26,"RE-3100","特黑06C",84,0.0390,27.05,17.88,1.548,11.5,0.805,0.947,1.451,NG,1.006,0.00,7.18,2,"[Warning] 交聯指數Low(0.805 < 0.947)，泡孔結構可能不穩定; [Warning] 交聯指數Low(0.805 < 0.947)，泡孔結構可能不穩定","Inorganic Filler7.2 phr 在OptimalRange(5-20 phr); 混練階段AC損失6.2%，考慮降低Discharge Temperature或減少ZnO/Modified Urea; Recommended增加DCP約 17g"
106,2026-02-25,"4000","特黑06C",84,0.0384,27.72,18.93,1.349,14.0,0.876,0.939,1.439,WARN,1.020,0.00,8.87,2,"[Warning] 交聯指數Low(0.876 < 0.939)，泡孔結構可能不穩定; [Warning] 交聯指數Low(0.876 < 0.939)，泡孔結構可能不穩定","AC/DCP比值14.0在OptimalRange(12-20@28X); Inorganic Filler8.9 phr 在OptimalRange(5-20 phr); BHT amount low (0.047 phr), antioxidant protection may be insufficient, suggest 0.08-0.15 phr"
107,2026-02-25,"4000","深藍2925U",84,0.0370,28.63,20.03,1.402,14.3,1.033,1.089,1.669,WARN,1.019,0.00,9.39,2,"[Warning] 交聯指數Low(1.033 < 1.089)，泡孔結構可能不穩定; [Warning] 交聯指數Low(1.033 < 1.089)，泡孔結構可能不穩定","AC/DCP比值14.3在OptimalRange(12-20@29X); Inorganic Filler9.4 phr 在OptimalRange(5-20 phr); Recommended增加DCP約 12g"
108,2026-02-25,"4000","綠571U",84,0.0368,28.70,19.88,1.436,13.8,1.035,1.107,1.696,WARN,1.020,0.00,9.20,2,"[Warning] 交聯指數Low(1.035 < 1.107)，泡孔結構可能不穩定; [Warning] 交聯指數Low(1.035 < 1.107)，泡孔結構可能不穩定","AC/DCP比值13.8在OptimalRange(12-20@29X); Inorganic Filler9.2 phr 在OptimalRange(5-20 phr); BHT amount low (0.049 phr), antioxidant protection may be insufficient, suggest 0.08-0.15 phr"
109,2026-02-25,"251","特黑05CL",100,0.0380,26.66,17.81,1.479,12.0,0.955,0.764,1.171,OK,1.019,0.00,0.00,0,"","AC/DCP比值12.0在OptimalRange(12-20@27X); Inorganic FillerLow(0.0 phr)，成核Limited，Recommended5-20 phr; 交聯指數0.955，處於OptimalRange(0.886~1.049)"
110,2026-02-25,"1300","黑",92,0.0519,19.75,12.61,1.261,10.0,1.021,0.692,1.277,OK,1.001,0.00,9.45,1,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(114°C)，AC可能提前分解","AC/DCP比值10.0在OptimalRange(9-16@20X); Inorganic Filler9.5 phr 在OptimalRange(5-20 phr); 混練階段AC損失9.0%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
111,2026-02-25,"1300","白",100,0.0545,18.98,12.16,1.203,10.1,1.118,0.692,1.277,OK,1.001,0.00,11.91,0,"","AC/DCP比值10.1在OptimalRange(9-16@19X); Inorganic Filler11.9 phr 在OptimalRange(5-20 phr); 混練階段AC損失7.7%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
112,2026-02-25,"1600","白",100,0.0486,21.42,14.07,1.269,11.1,1.123,0.692,1.277,OK,1.001,0.00,12.06,0,"","AC/DCP比值11.1在OptimalRange(10-18@21X); Inorganic Filler12.1 phr 在OptimalRange(5-20 phr); 混練階段AC損失7.5%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
113,2026-03-02,"1600特殊板","深黑",76,0.0487,21.13,13.39,1.472,9.1,0.833,0.511,0.782,NG,1.014,0.00,5.43,3,"[Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(112°C)，AC可能提前分解; [Warning] 交聯指數Too High(0.833 > 0.782)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(0.833 > 0.782)，可能導致泡棉硬脆","Inorganic Filler5.4 phr 在OptimalRange(5-20 phr); 混練階段AC損失11.1%，考慮降低Discharge Temperature或減少ZnO/Modified Urea; Recommended減少DCP約 10g"
114,2026-03-02,"1600NN-2特殊板","深黑",73,0.0474,21.73,13.93,1.714,8.1,1.059,0.455,0.698,NG,1.008,13.17,0.00,4,"[Warning] AC/DCP比偏低(8.1)，22X倍率建議>9; [Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(97°C)，AC可能提前分解; [Warning] ZnO/AC比Too High(3.89%)，發泡反應劇烈，需確保DCP交聯足夠","Inorganic FillerLow(0.0 phr)，成核Limited，Recommended5-20 phr; Br+Sb amount low (5.8 phr), FR effect limited, suggest 8-20 phr; 混練階段AC損失15.0%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
115,2026-03-02,"1600NN-2特殊板","深黑-1",84,0.0471,21.42,13.57,1.551,8.7,1.102,0.476,0.729,NG,1.012,11.05,0.00,2,"[Warning] AC/DCP比偏低(8.7)，21X倍率建議>9; [Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(102°C)，AC可能提前分解","Inorganic FillerLow(0.0 phr)，成核Limited，Recommended5-20 phr; Br+Sb amount low (3.8 phr), FR effect limited, suggest 8-20 phr; 混練階段AC損失15.0%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
116,2026-02-26,"1800","黑",100,0.0392,27.69,19.46,1.251,15.6,1.039,0.692,1.277,OK,1.004,0.00,16.94,0,"","AC/DCP比值15.6在OptimalRange(12-20@28X); Inorganic Filler16.9 phr 在OptimalRange(5-20 phr); 交聯指數1.039，處於OptimalRange(0.867~1.101)"
117,2026-02-26,"1900C","黑",100,0.0435,23.63,15.57,1.136,13.7,1.004,0.692,1.277,OK,1.001,0.00,8.24,0,"","AC/DCP比值13.7在OptimalRange(10-18@24X); Inorganic Filler8.2 phr 在OptimalRange(5-20 phr); 交聯指數1.004，處於OptimalRange(0.867~1.101)"
118,2026-02-26,"1900C","白",100,0.0447,22.84,14.89,1.095,13.6,1.006,0.692,1.277,OK,1.001,0.00,7.88,0,"","AC/DCP比值13.6在OptimalRange(10-18@23X); Inorganic Filler7.9 phr 在OptimalRange(5-20 phr); 混練階段AC損失7.4%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
119,2026-02-26,"2000","白",100,0.0463,22.48,14.97,1.211,12.4,1.116,0.692,1.277,OK,1.001,0.00,11.84,0,"","AC/DCP比值12.4在OptimalRange(10-18@22X); Inorganic Filler11.8 phr 在OptimalRange(5-20 phr); 混練階段AC損失5.4%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
120,2026-02-26,"2200C","白",100,0.0424,24.76,16.79,1.154,14.5,1.140,0.692,1.277,OK,1.001,0.00,12.28,0,"","AC/DCP比值14.5在OptimalRange(10-18@25X); Inorganic Filler12.3 phr 在OptimalRange(5-20 phr); BHT amount low (0.042 phr), antioxidant protection may be insufficient, suggest 0.08-0.15 phr"
121,2026-02-26,"2500","黑",100,0.0386,27.13,18.72,1.204,15.6,1.138,0.692,1.277,OK,1.003,0.00,10.03,0,"","AC/DCP比值15.6在OptimalRange(12-20@27X); Inorganic Filler10.0 phr 在OptimalRange(5-20 phr); 交聯指數1.138合格但High(Range0.692~1.277)，可考慮減少DCP約5g"
122,2026-02-26,"2500","白",100,0.0372,27.93,19.08,1.329,14.4,1.238,0.692,1.277,OK,1.002,0.00,8.69,0,"","AC/DCP比值14.4在OptimalRange(12-20@28X); Inorganic Filler8.7 phr 在OptimalRange(5-20 phr); 交聯指數1.238合格但High(Range0.692~1.277)，可考慮減少DCP約5g"
123,2026-02-26,"2500-1","黑",100,0.0335,31.57,22.10,1.307,16.9,1.244,0.692,1.277,OK,1.005,0.00,9.94,0,"","AC/DCP比值16.9在OptimalRange(14-22@32X); Inorganic Filler9.9 phr 在OptimalRange(5-20 phr); 交聯指數1.244合格但High(Range0.692~1.277)，可考慮減少DCP約5g"
124,2026-02-26,"2500-1","白",100,0.0322,33.26,23.74,1.292,18.4,1.227,0.692,1.277,OK,1.004,0.00,12.52,0,"","AC/DCP比值18.4在OptimalRange(14-22@33X); Inorganic Filler12.5 phr 在OptimalRange(5-20 phr); 交聯指數1.227合格但High(Range0.692~1.277)，可考慮減少DCP約5g"
125,2026-02-26,"2500AHH","黑",100,0.0419,24.72,16.71,1.229,13.6,1.045,0.692,1.277,OK,1.001,0.00,8.95,0,"","AC/DCP比值13.6在OptimalRange(10-18@25X); Inorganic Filler8.9 phr 在OptimalRange(5-20 phr); 交聯指數1.045，處於OptimalRange(0.867~1.101)"
126,2026-02-26,"2500AHH","特黑",100,0.0427,24.47,16.23,1.241,13.1,0.920,0.679,1.254,OK,1.003,0.00,8.70,0,"","AC/DCP比值13.1在OptimalRange(10-18@24X); Inorganic Filler8.7 phr 在OptimalRange(5-20 phr); 混練階段AC損失6.6%，考慮降低Discharge Temperature或減少ZnO/Modified Urea"
127,2026-02-26,"2500AHH","白",100,0.0421,24.89,16.82,1.226,13.7,1.076,0.692,1.277,OK,1.001,0.00,11.75,0,"","AC/DCP比值13.7在OptimalRange(10-18@25X); Inorganic Filler11.7 phr 在OptimalRange(5-20 phr); 交聯指數1.076，處於OptimalRange(0.867~1.101)"
128,2026-02-26,"251","白",84,0.0409,25.83,17.76,1.365,13.0,1.006,0.623,0.955,NG,1.017,0.00,11.51,2,"[Warning] 交聯指數Too High(1.006 > 0.955)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(1.006 > 0.955)，可能導致泡棉硬脆","AC/DCP比值13.0在OptimalRange(12-20@26X); Inorganic Filler11.5 phr 在OptimalRange(5-20 phr); Recommended減少DCP約 10g"
129,2026-02-26,"282-1","黑",100,0.0342,30.62,21.06,1.170,18.0,1.037,0.692,1.277,OK,1.004,0.00,8.53,0,"","AC/DCP比值18.0在OptimalRange(14-22@31X); Inorganic Filler8.5 phr 在OptimalRange(5-20 phr); 交聯指數1.037，處於OptimalRange(0.867~1.101)"
130,2026-02-26,"282-1","白",100,0.0353,29.80,20.78,1.124,18.5,1.014,0.692,1.277,OK,1.007,0.00,10.05,0,"","AC/DCP比值18.5在OptimalRange(12-20@30X); Inorganic Filler10.1 phr 在OptimalRange(5-20 phr); 交聯指數1.014，處於OptimalRange(0.867~1.101)"
131,2026-02-26,"3000","黑",100,0.0393,26.85,18.28,1.473,12.4,1.096,0.755,1.157,OK,1.017,0.00,10.16,0,"","AC/DCP比值12.4在OptimalRange(12-20@27X); Inorganic Filler10.2 phr 在OptimalRange(5-20 phr); 交聯指數1.096合格但High(Range0.755~1.157)，可考慮減少DCP約5g"
132,2026-02-26,"3000","白",100,0.0384,27.65,19.05,1.548,12.3,1.194,0.854,1.309,OK,1.017,0.00,11.90,0,"","AC/DCP比值12.3在OptimalRange(12-20@28X); Inorganic Filler11.9 phr 在OptimalRange(5-20 phr); 交聯指數1.194合格但High(Range0.854~1.309)，可考慮減少DCP約5g"
133,2026-02-25,"312","黑",100,0.0381,27.47,18.89,1.483,12.7,0.969,0.794,1.216,OK,1.016,0.00,8.39,0,"","AC/DCP比值12.7在OptimalRange(12-20@27X); Inorganic Filler8.4 phr 在OptimalRange(5-20 phr); 交聯指數0.969，處於OptimalRange(0.920~1.089)"
134,2026-02-25,"4000","黑",100,0.0381,27.37,18.81,1.364,13.8,0.941,0.905,1.386,OK,1.020,0.00,7.05,0,"","AC/DCP比值13.8在OptimalRange(12-20@27X); Inorganic Filler7.1 phr 在OptimalRange(5-20 phr); BHT amount low (0.047 phr), antioxidant protection may be insufficient, suggest 0.08-0.15 phr"
135,2026-02-26,"460","黑",100,0.0355,29.58,20.63,1.289,16.0,1.094,0.692,1.277,OK,1.003,0.00,9.67,0,"","AC/DCP比值16.0在OptimalRange(12-20@30X); Inorganic Filler9.7 phr 在OptimalRange(5-20 phr); 交聯指數1.094，處於OptimalRange(0.867~1.101)"
